system,intent_id,rep,complexity,ue_band,scenario,deployment_time_s,config_error_rate,resource_accuracy,interventions,intent_to_deploy_accuracy,policy_violation_rate,error
b1,M01,3,medium,500,steady,867.93,0.0,0.0,11,0,0.2,
b1,M01,4,medium,500,steady,849.46,0.0,0.0,10,0,0.0,
b1,M02,0,medium,200,steady,1087.59,0.0,0.0,11,0,0.2,
b1,M02,1,medium,200,steady,995.03,0.0,0.0,6,0,0.0,
b1,M02,2,medium,200,steady,1066.49,0.0,0.0,11,0,0.2,
b1,M02,3,medium,200,steady,1096.9,0.0,0.0,11,0,0.0,
b1,M02,4,medium,200,steady,1036.92,0.0,0.0,11,0,0.2,
b1,M03,0,medium,500,fault-HA,886.03,0.0,0.426,8,0,0.2,
b1,M03,1,medium,500,fault-HA,1069.98,0.0,0.426,8,0,0.0,
b1,M03,2,medium,500,fault-HA,932.93,0.0,0.426,9,0,0.0,
b1,M03,3,medium,500,fault-HA,896.14,0.0,0.426,9,0,0.2,
b1,M03,4,medium,500,fault-HA,854.75,0.0,0.426,9,0,0.2,
b1,M04,0,medium,500,steady,881.51,0.0,0.2138,9,0,0.2,
b1,M04,1,medium,500,steady,863.39,0.0,0.2138,7,0,0.0,
b1,M04,2,medium,500,steady,956.86,0.0,0.2138,8,0,0.0,
b1,M04,3,medium,500,steady,820.15,0.0,0.2138,9,0,0.0,
b1,M04,4,medium,500,steady,874.86,0.0,0.2138,8,0,0.2,
b1,M05,0,medium,500,steady,978.19,0.0,0.3441,9,0,0.2,
b1,M05,1,medium,500,steady,1019.54,0.0,0.3441,8,0,0.2,
b1,M05,2,medium,500,steady,886.77,0.0,0.3441,12,0,0.2,
b1,M05,3,medium,500,steady,886.97,0.0,0.3441,8,0,0.0,
b1,M05,4,medium,500,steady,1058.31,0.0,0.3441,9,0,0.2,
b1,M06,0,medium,200,fault-HA,958.73,0.0,0.3799,6,0,0.0,
b1,M06,1,medium,200,fault-HA,960.91,0.0,0.3799,8,0,0.2,
b1,M06,2,medium,200,fault-HA,1124.18,0.0,0.3799,7,0,0.0,
b1,M06,3,medium,200,fault-HA,896.82,0.0,0.3799,6,0,0.0,
b1,M06,4,medium,200,fault-HA,877.52,0.0,0.3799,9,0,0.2,
b1,M07,0,medium,200,steady,1044.72,0.0,0.0,12,0,0.4,
b1,M07,1,medium,200,steady,1084.11,0.0,0.0,7,0,0.2,
b1,M07,2,medium,200,steady,1077.68,0.0,0.0,8,0,0.2,
b1,M07,3,medium,200,steady,846.13,0.0,0.0,10,0,0.0,
b1,M07,4,medium,200,steady,1019.69,0.0,0.0,11,0,0.2,
b1,M08,0,medium,500,bursty-headroom,929.14,0.0,0.2841,9,0,0.0,
b1,M08,1,medium,500,bursty-headroom,1084.78,0.0,0.2841,7,0,0.2,
b1,M08,2,medium,500,bursty-headroom,1015.87,0.0,0.2841,10,0,0.2,
b1,M08,3,medium,500,bursty-headroom,971.27,0.0,0.2841,5,0,0.0,
b1,M08,4,medium,500,bursty-headroom,990.43,0.0,0.2841,10,0,0.2,
b1,M09,0,medium,200,steady,938.26,0.0,0.0,8,0,0.4,
b1,M09,1,medium,200,steady,988.33,0.0,0.0,7,0,0.2,
b1,M09,2,medium,200,steady,954.11,0.0,0.0,10,0,0.2,
b1,M09,3,medium,200,steady,900.43,0.0,0.0,8,0,0.0,
b1,M09,4,medium,200,steady,871.01,0.0,0.0,9,0,0.0,
b1,M10,0,medium,200,steady,1089.24,0.0,0.0,9,0,0.2,
b1,M10,1,medium,200,steady,1022.58,0.0,0.0,10,0,0.2,
b1,M10,2,medium,200,steady,983.45,0.0,0.0,10,0,0.0,
b1,M10,3,medium,200,steady,1078.07,0.0,0.0,9,0,0.2,
b1,M10,4,medium,200,steady,1048.67,0.0,0.0,12,0,0.0,
b1,N02,0,medium,50,steady,951.97,0.0,0.0,9,0,0.2,
b1,N02,1,medium,50,steady,996.17,0.0,0.0,8,0,0.0,
b1,N02,2,medium,50,steady,1024.0,0.0,0.0,9,0,0.2,
b1,N02,3,medium,50,steady,928.82,0.0,0.0,8,0,0.0,
b1,N02,4,medium,50,steady,963.35,0.0,0.0,6,0,0.0,
b1,N03,0,medium,200,bursty-headroom,873.89,0.0,0.0,9,0,0.0,
b1,N03,1,medium,200,bursty-headroom,1034.86,0.0,0.0,8,0,0.0,
b1,N03,2,medium,200,bursty-headroom,882.09,0.0,0.0,8,0,0.2,
b1,N03,3,medium,200,bursty-headroom,1059.05,0.0,0.0,9,0,0.2,
b1,N03,4,medium,200,bursty-headroom,898.44,0.0,0.0,10,0,0.0,
b1,N04,0,medium,500,sinusoidal-autoscale,997.2,0.0,0.0,10,0,0.0,
b1,N04,1,medium,500,sinusoidal-autoscale,897.76,0.0,0.0,10,0,0.4,
b1,N04,2,medium,500,sinusoidal-autoscale,910.78,0.0,0.0,10,0,0.2,
b1,N04,3,medium,500,sinusoidal-autoscale,981.2,0.0,0.0,9,0,0.0,
b1,N04,4,medium,500,sinusoidal-autoscale,984.69,0.0,0.0,10,0,0.4,
b1,N05,0,medium,200,sinusoidal-autoscale,921.24,0.0,0.0,8,0,0.2,
b1,N05,1,medium,200,sinusoidal-autoscale,844.36,0.0,0.0,10,0,0.2,
b1,N05,2,medium,200,sinusoidal-autoscale,900.58,0.0,0.0,10,0,0.0,
b1,N05,3,medium,200,sinusoidal-autoscale,908.72,0.0,0.0,10,0,0.0,
b1,N05,4,medium,200,sinusoidal-autoscale,924.05,0.0,0.0,10,0,0.2,
b1,N06,0,medium,50,fault-HA,890.65,0.0,0.3427,11,0,0.0,
b1,N06,1,medium,50,fault-HA,1011.9,0.0,0.3427,10,0,0.2,
b1,N06,2,medium,50,fault-HA,1199.18,0.0,0.3427,7,0,0.0,
b1,N06,3,medium,50,fault-HA,959.59,0.0,0.3427,11,0,0.0,
b1,N06,4,medium,50,fault-HA,1027.59,0.0,0.3427,11,0,0.2,
b1,N07,0,medium,500,bursty-headroom,1085.31,0.0,0.0,10,0,0.0,
b1,N07,1,medium,500,bursty-headroom,1061.83,0.0,0.0,11,0,0.2,
b1,N07,2,medium,500,bursty-headroom,1018.13,0.0,0.0,9,0,0.2,
b1,N07,3,medium,500,bursty-headroom,862.98,0.0,0.0,12,0,0.4,
b1,N07,4,medium,500,bursty-headroom,991.31,0.0,0.0,10,0,0.0,
b1,N08,0,medium,200,fault-HA,1159.84,0.0,0.3976,6,0,0.2,
b1,N08,1,medium,200,fault-HA,851.11,0.0,0.3976,11,0,0.2,
b1,N08,2,medium,200,fault-HA,1005.23,0.0,0.3976,9,0,0.4,
b1,N08,3,medium,200,fault-HA,947.08,0.0,0.3976,10,0,0.0,
b1,N08,4,medium,200,fault-HA,1021.07,0.0,0.3976,9,0,0.2,
b1,C01,0,complex,500,fault-HA,1262.06,0.0,0.4243,10,0,0.2,
b1,C01,1,complex,500,fault-HA,1365.7,0.0,0.4123,10,0,0.0,
b1,C01,2,complex,500,fault-HA,1036.89,0.0,0.4123,9,0,0.0,
b1,C01,3,complex,500,fault-HA,1181.17,0.0,0.4123,11,0,0.2,
b1,C01,4,complex,500,fault-HA,1309.16,0.0,0.4123,6,0,0.0,
b1,C02,0,complex,500,steady,1297.05,0.0,0.2062,9,0,0.2,
b1,C02,1,complex,500,steady,1221.18,0.0,0.2062,11,0,0.0,
b1,C02,2,complex,500,steady,1358.21,0.0,0.2062,9,0,0.2,
b1,C02,3,complex,500,steady,1154.05,0.0,0.2062,9,0,0.2,
b1,C02,4,complex,500,steady,1224.38,0.0,0.2062,9,0,0.0,
b1,C03,0,complex,200,fault-HA,1346.56,0.0,0.4017,8,0,0.0,
b1,C03,1,complex,200,fault-HA,1273.05,0.0,0.4017,10,0,0.2,
b1,C03,2,complex,200,fault-HA,1344.14,0.0,0.4017,6,0,0.2,
b1,C03,3,complex,200,fault-HA,1146.99,0.0,0.4017,10,0,0.0,
b1,C03,4,complex,200,fault-HA,1288.37,0.0,0.4017,9,0,0.2,
b1,C04,0,complex,200,steady,1251.55,0.0,0.0,11,0,0.2,
b1,C04,1,complex,200,steady,1304.43,0.0,0.0,12,0,0.0,
b1,C04,2,complex,200,steady,1205.32,0.0,0.0,12,0,0.4,
b1,C04,3,complex,200,steady,1240.14,0.0,0.0,10,0,0.2,
b1,C04,4,complex,200,steady,1130.62,0.0,0.0,9,0,0.0,
b1,C05,0,complex,500,bursty-headroom,1520.99,0.0,0.121,11,0,0.2,
b1,C05,1,complex,500,bursty-headroom,1405.86,0.0,0.121,11,0,0.0,
b1,C05,2,complex,500,bursty-headroom,1342.62,0.0,0.121,13,0,0.2,
b1,C05,3,complex,500,bursty-headroom,1314.73,0.0,0.121,11,0,0.0,
b1,C05,4,complex,500,bursty-headroom,1295.87,0.0,0.121,9,0,0.2,
b1,C06,0,complex,500,steady,1336.79,0.0,0.1703,8,0,0.2,
b1,C06,1,complex,500,steady,1237.84,0.0,0.1703,9,0,0.2,
b1,C06,2,complex,500,steady,1400.06,0.0,0.1703,6,0,0.0,
b1,C06,3,complex,500,steady,1349.1,0.0,0.1703,9,0,0.0,
b1,C06,4,complex,500,steady,1127.8,0.0,0.1703,10,0,0.2,
b1,C07,0,complex,200,fault-HA,1235.28,0.0,0.3357,11,0,0.2,
b1,C07,1,complex,200,fault-HA,1158.41,0.0,0.3357,10,0,0.0,
b1,C07,2,complex,200,fault-HA,1418.42,0.0,0.3357,11,0,0.2,
b1,C07,3,complex,200,fault-HA,1259.25,0.0,0.3357,9,0,0.2,
b1,C07,4,complex,200,fault-HA,1166.53,0.0,0.3357,11,0,0.0,
b1,C08,0,complex,500,steady,1269.76,0.0,0.0769,12,0,0.2,
b1,C08,1,complex,500,steady,1356.01,0.0,0.0769,8,0,0.0,
b1,C08,2,complex,500,steady,1276.4,0.0,0.0769,11,0,0.0,
b1,C08,3,complex,500,steady,1294.64,0.0,0.0769,11,0,0.0,
b1,C08,4,complex,500,steady,1284.93,0.0,0.0769,10,0,0.2,
b1,C09,0,complex,50,steady,956.71,0.0,0.0,9,0,0.0,
b1,C09,1,complex,50,steady,1056.33,0.0,0.0,8,0,0.0,
b1,C09,2,complex,50,steady,1235.62,0.0,0.0,7,0,0.2,
b1,C09,3,complex,50,steady,1138.97,0.0,0.0,9,0,0.4,
b1,C09,4,complex,50,steady,1128.98,0.0,0.0,9,0,0.4,
b1,N09,0,complex,200,bursty-headroom,1235.66,0.0,0.0,7,0,0.0,
b1,N09,1,complex,200,bursty-headroom,1223.17,0.0,0.0,11,0,0.2,
b1,N09,2,complex,200,bursty-headroom,1212.33,0.0,0.0,9,0,0.2,
b1,N09,3,complex,200,bursty-headroom,1340.96,0.0,0.0,11,0,0.2,
b1,N09,4,complex,200,bursty-headroom,1363.01,0.0,0.0,11,0,0.2,
b1,N10,0,complex,200,sinusoidal-autoscale,1275.7,0.0,0.0,10,0,0.0,
b1,N10,1,complex,200,sinusoidal-autoscale,1237.34,0.0,0.0,11,0,0.2,
b1,N10,2,complex,200,sinusoidal-autoscale,1238.19,0.0,0.0,9,0,0.0,
b1,N10,3,complex,200,sinusoidal-autoscale,1313.7,0.0,0.0,11,0,0.2,
b1,N10,4,complex,200,sinusoidal-autoscale,1394.66,0.0,0.0,10,0,0.0,
b1,N11,0,complex,500,sinusoidal-autoscale,1171.09,0.0,0.0,10,0,0.0,
b1,N11,1,complex,500,sinusoidal-autoscale,1378.28,0.0,0.0,10,0,0.2,
b1,N11,2,complex,500,sinusoidal-autoscale,1301.96,0.0,0.0,13,0,0.2,
b1,N11,3,complex,500,sinusoidal-autoscale,1444.7,0.0,0.0,11,0,0.0,
b1,N11,4,complex,500,sinusoidal-autoscale,1266.01,0.0,0.0,15,0,0.0,
b2,S01,0,simple,50,steady,3987.0,0.0,0.0,17,0,0.0,
b2,S01,1,simple,50,steady,3882.47,0.0,0.0,21,0,0.0,
b2,S01,2,simple,50,steady,3974.04,0.0,0.0,16,0,0.0,
b2,S01,3,simple,50,steady,3773.92,0.0,0.0,18,0,0.0,
b2,S01,4,simple,50,steady,3751.31,0.0,0.0,15,0,0.2,
b2,S02,0,simple,200,steady,4015.02,0.0,0.0,18,0,0.0,
b2,S02,1,simple,200,steady,3623.02,0.0,0.0,17,0,0.0,
b2,S02,2,simple,200,steady,3562.91,0.0,0.0,21,0,0.0,
b2,S02,3,simple,200,steady,3992.89,0.0,0.0,18,0,0.0,
b2,S02,4,simple,200,steady,3597.52,0.0,0.0,22,0,0.0,
b2,S03,0,simple,50,steady,4313.03,0.0,0.0,15,0,0.0,
b2,S03,1,simple,50,steady,3963.53,0.0,0.0,19,0,0.0,
b2,S03,2,simple,50,steady,3984.97,0.0,0.0,17,0,0.0,
b2,S03,3,simple,50,steady,4170.71,0.0,0.0,14,0,0.0,
